application_type,case_received_date,decision_date,case_status,class_of_admission,employer_name,employer_city,employer_state,employer_country,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education,foreign_worker_info_state,job_info_work_city,job_info_work_state
ONLINE,13-11-2014,08-04-2015,Withdrawn,F-1,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,BANGLADESH,SAN JOSE,Doctorate,CALIFORNIA,Santa Clara,CALIFORNIA
ONLINE,22-10-2014,13-04-2015,Certified,H-1B,"NESS USA, INC.",CANONSBURG,PENNSYLVANIA,UNITED STATES OF AMERICA,INDIA,FREMONT,Master's,CALIFORNIA,Canonsburg,PENNSYLVANIA
ONLINE,12-01-2015,30-07-2015,Certified,H-1B,"THE MATHWORKS, INC.",NATICK,MASSACHUSETTS,UNITED STATES OF AMERICA,INDIA,SOUTH BOSTON,Master's,MASSACHUSETTS,Natick,MASSACHUSETTS
ONLINE,22-10-2014,13-03-2015,Certified-Expired,H-1B,"NESS USA, INC.",CANONSBURG,PENNSYLVANIA,UNITED STATES OF AMERICA,INDIA,GROTON,Master's,CONNECTICUT,Canonsburg,PENNSYLVANIA
ONLINE,11-11-2014,12-05-2015,Certified,H-1B,INSTRUMENTATION LABORATORY,BEDFORD,MASSACHUSETTS,UNITED STATES OF AMERICA,INDIA,HARVARD,Master's,MASSACHUSETTS,Bedford,MASSACHUSETTS
ONLINE,06-11-2014,28-04-2015,Certified,Not in USA,Great Fortune LLC,Walla Walla,WASHINGTON,UNITED STATES OF AMERICA,CHINA,TAISHAN CITY,None,,Walla Walla,WASHINGTON
ONLINE,19-11-2014,08-05-2015,Certified,H-1B,WYDE CORP,BLOOMINGTON,MINNESOTA,UNITED STATES OF AMERICA,INDIA,BURNSVILLE,Bachelor's,MINNESOTA,Eagan,MINNESOTA
ONLINE,06-11-2014,06-07-2015,Denied,H-2B,EUROCRAFT INC.,CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,ROMANIA,BUCHAREST,Other,,CHICAGO,ILLINOIS
ONLINE,03-11-2014,27-04-2015,Certified,H-1B,PACE COMPUTER SOLUTIONS INC,COLUMBIA,MARYLAND,UNITED STATES OF AMERICA,INDIA,SECAUCUS,Bachelor's,NEW JERSEY,Columbia,MARYLAND
ONLINE,21-11-2014,11-05-2015,Certified,F-1,POLAR IT SERVICES INC,ATLANTA,GEORGIA,UNITED STATES OF AMERICA,INDIA,DANVILLE,Master's,PENNSYLVANIA,Elkridge,MARYLAND
ONLINE,07-11-2014,07-05-2015,Certified,H-1B,"KHOJ INFORMATION TECHNOLOGY, INC.",RAMSEY,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,FORDS,Master's,NEW JERSEY,Ramsey,NEW JERSEY
ONLINE,30-10-2014,10-04-2015,Certified,,"KOCH FOODS OF ALABAMA, LLC",MONTGOMERY,ALABAMA,UNITED STATES OF AMERICA,SOUTH KOREA,SEONGNAM,High School,,Montgomery,ALABAMA
ONLINE,21-11-2014,11-05-2015,Certified,H-1B,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,CHINA,SAN DIEGO,Master's,CALIFORNIA,Santa Clara,CALIFORNIA
ONLINE,15-12-2014,26-06-2015,Certified,H-1B,"VMWARE, INC.",PALO ALTO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,MOUNTAIN VIEW,Master's,CALIFORNIA,Palo Alto,CALIFORNIA
ONLINE,19-11-2014,11-05-2015,Certified,H-1B,"MARLABS, INC",PISCATAWAY,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,NORTH BAY VILLAGE,Master's,FLORIDA,Piscataway,NEW JERSEY
ONLINE,14-11-2014,08-05-2015,Certified,TN,TESLA MOTORSINC,PALO ALTO,CALIFORNIA,UNITED STATES OF AMERICA,CANADA,CUPERTINO,Master's,CALIFORNIA,Palo Alto,CALIFORNIA
ONLINE,24-11-2014,11-05-2015,Certified,H-1B,"MEDISCAN, INC. DBA MEDISCAN STAFFING SERVICES",WOODLAND HILLS,CALIFORNIA,UNITED STATES OF AMERICA,PHILIPPINES,CERRITOS,Master's,CALIFORNIA,Los Angeles,CALIFORNIA
ONLINE,10-11-2014,04-05-2015,Certified,H-1B,"CAPITAL ONE SERVICES, LLC",MCLEAN,VIRGINIA,UNITED STATES OF AMERICA,CHINA,PLANO,Master's,TEXAS,Plano,TEXAS
ONLINE,05-11-2014,29-04-2015,Certified,H-1B,SMG CIRCUITS CORP.,WASHINGTON,PENNSYLVANIA,UNITED STATES OF AMERICA,INDIA,BRIDGEVILLE,Bachelor's,PENNSYLVANIA,Washington,PENNSYLVANIA
ONLINE,21-11-2014,13-05-2015,Certified,H-1B,"CARNEGIE, INC.",NEW YORK,NEW YORK,UNITED STATES OF AMERICA,NORWAY,CHATHAM,Bachelor's,NEW JERSEY,New York,NEW YORK
ONLINE,05-11-2014,06-05-2015,Certified,,"COLOR IMAGING, INC.",NORCROSS,GEORGIA,UNITED STATES OF AMERICA,CHINA,BEIJING,Bachelor's,,Norcross,GEORGIA
ONLINE,07-11-2014,01-05-2015,Certified,H-1B,AMAZON CORPORATE LLC,SEATTLE,WASHINGTON,UNITED STATES OF AMERICA,SOUTH AFRICA,SEATTLE,Bachelor's,WASHINGTON,Seattle,WASHINGTON
ONLINE,05-11-2014,30-06-2015,Certified,H-1B,DALLAS INDEPENDENT SCHOOL DISTRICT,DALLAS,TEXAS,UNITED STATES OF AMERICA,MEXICO,LANCASTER,Bachelor's,TEXAS,Dallas,TEXAS
ONLINE,16-09-2014,13-02-2015,Certified-Expired,H-1B,"TRUSTEK, INC.",PRINCETON,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,WAUKEGAN,Bachelor's,ILLINOIS,Princeton,NEW JERSEY
ONLINE,09-12-2014,23-06-2015,Certified,H-1B,APPLE INC.,CUPERTINO,CALIFORNIA,UNITED STATES OF AMERICA,GERMANY,SAN JOSE,Doctorate,CALIFORNIA,Cupertino,CALIFORNIA
ONLINE,19-12-2014,24-06-2015,Certified,H-1B,PRICEWATERHOUSECOOPERS,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,INDIA,HOUSTON,Bachelor's,TEXAS,Houston,TEXAS
ONLINE,13-01-2015,30-07-2015,Certified,H-1B,YAHOO! INC.,SUNNYVALE,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,MENLO PARK,Master's,CALIFORNIA,San Francisco,CALIFORNIA
ONLINE,25-11-2014,19-05-2015,Certified,H-1B,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,RENTON,Master's,WASHINGTON,Hillsboro,OREGON
ONLINE,23-10-2014,09-04-2015,Certified,H-1B,"IGATE TECHNOLOGIES, INC.",BRIDGEWATER,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,BLOOMINGTON,Master's,ILLINOIS,Bridgewater,NEW JERSEY
ONLINE,12-12-2014,01-07-2015,Certified,H-1B,TECHNO-COMP INC,SOMERSET,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,ASHBURN,Bachelor's,VIRGINIA,Somerset,NEW JERSEY
ONLINE,12-11-2014,01-07-2015,Certified,H-1B,"Carolina Machining Fabrication, Inc.",Youngsville,NORTH CAROLINA,UNITED STATES OF AMERICA,PAKISTAN,WAKE FOREST,None,NORTH CAROLINA,Youngsville,NORTH CAROLINA
ONLINE,21-11-2014,22-04-2015,Certified,H-1B,FLEXTRONICS INTERNATIONAL USA,SAN JOSE,CALIFORNIA,UNITED STATES OF AMERICA,ISRAEL,FOSTER CITY,Master's,CALIFORNIA,San Jose,CALIFORNIA
ONLINE,03-10-2014,27-02-2015,Certified-Expired,H-1B,"dck North America, LLC",Pittsburgh,PENNSYLVANIA,UNITED STATES OF AMERICA,SPAIN,MIAMI,Bachelor's,FLORIDA,Fort Lauderdale,FLORIDA
ONLINE,10-12-2014,11-06-2015,Certified,H-1B,AOL ADVERTISING INC.,DULLES,VIRGINIA,UNITED STATES OF AMERICA,INDIA,SUNNYVALE,Master's,CALIFORNIA,Palo Alto,CALIFORNIA
ONLINE,24-10-2014,20-03-2015,Certified-Expired,E-2,"BRAINER CONSULTANCY, INC.",SAN JOSE,CALIFORNIA,UNITED STATES OF AMERICA,SOUTH KOREA,EULESS,Bachelor's,TEXAS,Addison,TEXAS
ONLINE,30-10-2014,10-04-2015,Certified,H-1B,"VISTRONIX, INC.",RESTON,VIRGINIA,UNITED STATES OF AMERICA,INDIA,ANNAPOLIS,Master's,MARYLAND,Annapolis,MARYLAND
ONLINE,15-12-2014,25-06-2015,Certified,H-1B,ATLANTIC SANDS INC,VIRGINIA BEACH,VIRGINIA,UNITED STATES OF AMERICA,INDIA,NORFOLK,Bachelor's,VIRGINIA,Virginia Beach,VIRGINIA
ONLINE,09-12-2014,23-06-2015,Certified,H-1B,"BRIDGEWATER ASSOCIATES, LP",WESTPORT,CONNECTICUT,UNITED STATES OF AMERICA,CANADA,WESTPORT,Doctorate,CONNECTICUT,WESTPORT,CONNECTICUT
ONLINE,13-11-2014,01-05-2015,Certified,B-1,"CROSS COMMERCE MEDIA, INC.",NEW YORK,NEW YORK,UNITED STATES OF AMERICA,ITALY,GRAND-LANCY,Master's,,New York,NEW YORK
ONLINE,20-11-2014,20-05-2015,Certified,H-1B,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,AUSTIN,Master's,TEXAS,Austin,TEXAS
ONLINE,07-11-2014,23-04-2015,Certified,H-1B,The College Board,New York,NEW YORK,UNITED STATES OF AMERICA,HUNGARY,PRINCETON,Doctorate,NEW JERSEY,Newtown,PENNSYLVANIA
ONLINE,03-11-2014,22-04-2015,Certified,H-1B,SWIFT ENERGY COMPANY,HOUSTON,TEXAS,UNITED STATES OF AMERICA,VENEZUELA,HOUSTON,Master's,TEXAS,Houston,TEXAS
ONLINE,10-10-2014,06-03-2015,Certified-Expired,H-1B,"SMARTINSIGHT, LLC",NORTH LIBERTY,IOWA,UNITED STATES OF AMERICA,INDIA,TALLAHASSEE,Master's,FLORIDA,NORTH LIBERTY,IOWA
ONLINE,29-10-2014,26-06-2015,Certified,H-1B,"IGATE TECHNOLOGIES, INC.",BRIDGEWATER,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,RICHMOND,Bachelor's,VIRGINIA,Bridgewater,NEW JERSEY
ONLINE,19-11-2014,01-05-2015,Certified,E-2,Sung Kim Attorney at Law,SAN DIEGO,CALIFORNIA,UNITED STATES OF AMERICA,SOUTH KOREA,SAN JOSE,Other,CALIFORNIA,SAN DIEGO,CALIFORNIA
ONLINE,04-11-2014,19-05-2015,Certified,H-1B,INTERNATIONAL AUTOMOTIVE COMPONENTS GROUP NORTH AM,SOUTHFIELD,MICHIGAN,UNITED STATES OF AMERICA,HONG KONG,FARMINGTON HILLS,Master's,MICHIGAN,Southfield,MICHIGAN
ONLINE,21-01-2015,25-08-2015,Certified,H-1B,"EHARMONY, INC.",SANTA MONICA,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,LOS ANGELES,Bachelor's,CALIFORNIA,Santa Monica,CALIFORNIA
ONLINE,18-02-2015,03-09-2015,Certified,H-1B,"SAAMA TECHNOLOGIES, INC",CAMPBELL,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,GLENDALE,Bachelor's,ARIZONA,Campbell,CALIFORNIA
ONLINE,04-12-2014,11-06-2015,Certified,F-1,ZEROFRACTAL CORP,DORAL,FLORIDA,UNITED STATES OF AMERICA,COLOMBIA,KEY BISCAYNE,Bachelor's,FLORIDA,Doral,FLORIDA
ONLINE,06-11-2014,30-04-2015,Certified,H-1B,BDSN INTERNATIONAL INC,MAHWAH,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,VIRGINIA BEACH,Master's,VIRGINIA,MAHWAH,NEW JERSEY
ONLINE,26-09-2014,24-02-2015,Certified-Expired,H-1B,IBM CORPORATION,RTP,NORTH CAROLINA,UNITED STATES OF AMERICA,CANADA,BROOKLYN,Bachelor's,NEW YORK,New York,NEW YORK
ONLINE,25-11-2014,10-06-2015,Certified,E-2,"KGL AMERICA, INC.",GARDENA,CALIFORNIA,UNITED STATES OF AMERICA,SOUTH KOREA,DORAL,Bachelor's,FLORIDA,Doral,FLORIDA
ONLINE,05-11-2014,08-05-2015,Certified,H-1B,"KOOL SMILES, P.C.",MARIETTA,GEORGIA,UNITED STATES OF AMERICA,EL SALVADOR,GLEN ALLEN,Other,VIRGINIA,Richmond,VIRGINIA
ONLINE,25-11-2014,29-05-2015,Certified,H-1B,QUALCOMM TECHNOLOGIES INC.,SAN DIEGO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,AUSTIN,Master's,TEXAS,Austin,TEXAS
ONLINE,26-11-2014,07-05-2015,Certified,H-1B,"AGREEYA SOLUTIONS, INC.",FOLSOM,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,CEDAR PARK,Master's,TEXAS,Folsom,CALIFORNIA
ONLINE,31-10-2014,10-04-2015,Certified,L-1,ANALOG DEVICES INC.,NORWOOD,MASSACHUSETTS,UNITED STATES OF AMERICA,SOUTH AFRICA,WOBURN,Bachelor's,MASSACHUSETTS,Wilmington,MASSACHUSETTS
ONLINE,25-11-2014,08-05-2015,Certified,H-1B,HRSS LLP,HOUSTON,TEXAS,UNITED STATES OF AMERICA,INDIA,SUGAR LAND,Master's,TEXAS,Houston,TEXAS
ONLINE,31-10-2014,10-04-2015,Certified,H-1B,"V-SOFT CONSULTING GROUP, INC.",LOUISVILLE,KENTUCKY,UNITED STATES OF AMERICA,INDIA,MIAMI,Master's,FLORIDA,Louisville,KENTUCKY
ONLINE,17-11-2014,27-05-2015,Certified,H-1B,"CAPITAL ONE, NATIONAL ASSOCIATION",RICHMOND,VIRGINIA,UNITED STATES OF AMERICA,INDIA,PLANO,Master's,TEXAS,Plano,TEXAS
ONLINE,01-12-2014,12-06-2015,Certified,H-1B,"DELUXE MEDIA, INC.",BURBANK,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,LOS ANGELES,Master's,CALIFORNIA,Burbank,CALIFORNIA
ONLINE,11-11-2014,19-05-2015,Certified,H-1B,AMERICAN AIRLINES,FORT WORTH,TEXAS,UNITED STATES OF AMERICA,INDIA,LEWISVILLE,Master's,TEXAS,Ft. Worth,TEXAS
ONLINE,10-10-2014,05-03-2015,Certified-Expired,H-1B,CAPGEMINI FINANCIAL SERVICES USA INC.,ROSEMONT,ILLINOIS,UNITED STATES OF AMERICA,INDIA,WAXHAW,Bachelor's,NORTH CAROLINA,Rosemont,ILLINOIS
ONLINE,10-10-2014,05-03-2015,Certified-Expired,H-1B,ROBERT MORRIS UNIVERSITY,MOON TOWNSHIP,PENNSYLVANIA,UNITED STATES OF AMERICA,CHINA,MOON TOWNSHIP,Doctorate,PENNSYLVANIA,Moon Township,PENNSYLVANIA
ONLINE,10-10-2014,05-03-2015,Certified-Expired,H-1B,"ZULILY, INC",SEATTLE,WASHINGTON,UNITED STATES OF AMERICA,CHINA,SEATTLE,Bachelor's,WASHINGTON,Seattle,WASHINGTON
ONLINE,30-10-2014,10-04-2015,Certified,H-1B,"Palmetto Water Solutions, LLC",Lexington,SOUTH CAROLINA,UNITED STATES OF AMERICA,INDIA,LEXINGTON,Master's,SOUTH CAROLINA,Lexington,SOUTH CAROLINA
ONLINE,24-10-2014,16-03-2015,Certified-Expired,H-1B,"ESURANCE INSURANCE SERVICES, INC.",SAN FRANCISCO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,UNION CITY,Master's,CALIFORNIA,San Francisco,CALIFORNIA
ONLINE,05-11-2014,29-04-2015,Certified,F-1,"Hercules Real Estate Services, Inc",Virgina Beach,VIRGINIA,UNITED STATES OF AMERICA,INDIA,VIRGINIA BEACH,Bachelor's,VIRGINIA,Virginia Beach,VIRGINIA
ONLINE,05-11-2014,05-05-2015,Certified,F-1,"JP Hospitality Group, Inc.(d/b/a Tin Tin Buffet &",Charlotte,NORTH CAROLINA,UNITED STATES OF AMERICA,SOUTH KOREA,CHARLOTTE,None,NORTH CAROLINA,Charlotte,NORTH CAROLINA
ONLINE,31-10-2014,17-04-2015,Certified,H-1B,AMERICAN INFORMATION TECHNOLOGY CORPORATION,ADDISON,TEXAS,UNITED STATES OF AMERICA,INDIA,IRVING,Bachelor's,TEXAS,Addison,TEXAS
ONLINE,13-11-2014,21-05-2015,Certified,H-1B,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,GHANA,ALBUQUERQUE,Doctorate,NEW MEXICO,Rio Rancho,NEW MEXICO
ONLINE,18-11-2014,21-05-2015,Certified,H-1B,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,HILLSBORO,Master's,OREGON,Hillsboro,OREGON
ONLINE,13-11-2014,21-05-2015,Certified,H-1B,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,FOLSOM,Master's,CALIFORNIA,Folsom,CALIFORNIA
ONLINE,17-11-2014,21-05-2015,Certified,H-1B,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,HILLSBORO,Master's,OREGON,Hillsboro,OREGON
MAILEDIN,07-11-2014,05-05-2015,Certified,H-1B,"PRAXAIR,INC.",DANBURY,CONNECTICUT,UNITED STATES OF AMERICA,NIGERIA,TONAWANDA,Bachelor's,NEW YORK,Deer Park,TEXAS
ONLINE,13-11-2014,05-05-2015,Certified,H-1B,DISH NETWORK LLC,ENGLEWOOD,COLORADO,UNITED STATES OF AMERICA,INDIA,AURORA,Bachelor's,COLORADO,Englewood,COLORADO
ONLINE,07-11-2014,30-07-2015,Certified,H-1B,CONCEPTS INFORMATION TECHNOLOGY INC,VIENNA,VIRGINIA,UNITED STATES OF AMERICA,NEPAL,SEASIDE,Master's,CALIFORNIA,Vienna,VIRGINIA
ONLINE,17-12-2014,20-07-2015,Certified,H-1B,"ELLIE MAE, INC.",PLEASANTON,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SAN RAMON,Bachelor's,CALIFORNIA,Pleasanton,CALIFORNIA
ONLINE,08-01-2015,31-07-2015,Certified,F-1,FLEX CONSULTING GROUP INC.,EDISON,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,FORDS,Master's,NEW JERSEY,EDISON,NEW JERSEY
ONLINE,16-11-2014,24-02-2015,Withdrawn,H-1B,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,HILLSBORO,Master's,OREGON,Hillsboro,OREGON
ONLINE,05-11-2014,05-05-2015,Certified,H-1B,"UBS AG,",STAMFORD,CONNECTICUT,UNITED STATES OF AMERICA,ITALY,NEW YORK,Master's,NEW YORK,New York,NEW YORK
ONLINE,21-10-2014,19-03-2015,Certified-Expired,H-1B,"IGATE TECHNOLOGIES, INC.",BRIDGEWATER,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,PLYMOUTH,Bachelor's,MINNESOTA,Bridgewater,NEW JERSEY
ONLINE,23-12-2014,23-06-2015,Certified,H-1B,BLOOMBERG L.P.,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,INDIA,JERSEY CITY,Bachelor's,NEW JERSEY,New York,NEW YORK
ONLINE,17-11-2014,24-04-2015,Certified,H-1B,EPIC SYSTEMS CORPORATION,VERONA,WISCONSIN,UNITED STATES OF AMERICA,INDIA,MADISON,Master's,WISCONSIN,Verona,WISCONSIN
ONLINE,11-12-2014,26-06-2015,Certified,H-1B,IBM CORPORATION,RTP,NORTH CAROLINA,UNITED STATES OF AMERICA,INDIA,SAN MATEO,Other,CALIFORNIA,San Francisco,CALIFORNIA
ONLINE,20-11-2014,05-05-2015,Certified,H-1B,MEDICAL COLLEGE OF WISCONSIN,MILWAUKEE,WISCONSIN,UNITED STATES OF AMERICA,TURKEY,BROOKFIELD,Other,WISCONSIN,Milwaukee,WISCONSIN
ONLINE,14-11-2014,06-05-2015,Certified,H-1B,"VERIZON COMMUNICATIONS INC., & ALL ITS SUBSIDIARIES & AFFILIATES",NEW YORK,NEW YORK,UNITED STATES OF AMERICA,PERU,ALLSTON,Master's,MASSACHUSETTS,Waltham,MASSACHUSETTS
ONLINE,27-03-2015,21-09-2015,Certified,H-1B,APPLE INC.,CUPERTINO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SAN JOSE,Master's,CALIFORNIA,Cupertino,CALIFORNIA
ONLINE,17-10-2014,10-03-2015,Certified-Expired,H-1B,"BURNS & MCDONNELL ENGINEERING COMPANY, INC.",KANSAS CITY,MISSOURI,UNITED STATES OF AMERICA,CHINA,HOUSTON,Master's,TEXAS,Houston,TEXAS
ONLINE,26-09-2014,23-02-2015,Certified-Expired,H-1B,SPARTAN SOLUTIONS INC.,BARTLETT,TENNESSEE,UNITED STATES OF AMERICA,INDIA,PITTSBURGH,Master's,PENNSYLVANIA,Bartlett,TENNESSEE
ONLINE,21-09-2014,10-02-2015,Certified-Expired,,TECHNOSOFT CORPORATION,SOUTHFIELD,MICHIGAN,UNITED STATES OF AMERICA,INDIA,CENTENNIAL,Bachelor's,COLORADO,Southfield,MICHIGAN
ONLINE,05-11-2014,27-04-2015,Certified,H-1B,STARBUCKS COFFEE COMPANY,SEATTLE,WASHINGTON,UNITED STATES OF AMERICA,INDIA,BELLEVUE,Bachelor's,WASHINGTON,Seattle,WASHINGTON
ONLINE,01-12-2014,16-06-2015,Certified,H-1B,CONVISTA CONSULTING CORPORATION,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,PORTUGAL,NORTH BERGEN,Bachelor's,NEW JERSEY,New York,NEW YORK
ONLINE,18-09-2014,13-02-2015,Certified-Expired,H-1B,CERNER CORPORATION,NORTH KANSAS CITY,MISSOURI,UNITED STATES OF AMERICA,NEPAL,OVERLAND PARK,Master's,KANSAS,North Kansas City,MISSOURI
ONLINE,21-11-2014,22-04-2015,Certified,H-1B,ERNST & YOUNG U.S. LLP,SECAUCUS,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,PROVIDENCE,Master's,RHODE ISLAND,New York,NEW YORK
ONLINE,23-10-2014,13-04-2015,Certified,H-1B,BANK OF AMERICA,CHARLOTTE,NORTH CAROLINA,UNITED STATES OF AMERICA,INDIA,HOBOKEN,Master's,NEW JERSEY,New York,NEW YORK
ONLINE,29-10-2014,20-03-2015,Certified-Expired,H-1B,ROGER WILLIAMS UNIVERSITY,BRISTOL,RHODE ISLAND,UNITED STATES OF AMERICA,JAMAICA,CRANSTON,Doctorate,RHODE ISLAND,Bristol,RHODE ISLAND
ONLINE,20-11-2014,22-04-2015,Certified,H-1B,"ADVANCE AMERICA, CASH ADVANCE CENTERS, INC.",SPARTANBURG,SOUTH CAROLINA,UNITED STATES OF AMERICA,INDIA,SPARTANBURG,Bachelor's,SOUTH CAROLINA,Spartanburg,SOUTH CAROLINA
ONLINE,30-10-2014,16-04-2015,Certified,H-1B,QUALCOMM TECHNOLOGIES INC.,SAN DIEGO,CALIFORNIA,UNITED STATES OF AMERICA,POLAND,SANTA CLARA,Master's,CALIFORNIA,Santa Clara,CALIFORNIA
ONLINE,11-10-2014,05-03-2015,Certified-Expired,H-1B,"OPENBOXSOLUTIONS, INC.",ANN ARBOR,MICHIGAN,UNITED STATES OF AMERICA,INDIA,OVERLAND PARK,Master's,KANSAS,ANN ARBOR,MICHIGAN
ONLINE,29-12-2014,03-08-2015,Certified,H-1B,PRICEWATERHOUSECOOPERS,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,INDIA,ATLANTA,Bachelor's,GEORGIA,Atlanta,GEORGIA
ONLINE,03-12-2014,05-06-2015,Certified,H-1B,GSPANN TECHNOLOGIES INC,MILPITAS,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,FREMONT,Master's,CALIFORNIA,Milpitas,CALIFORNIA
ONLINE,25-11-2014,15-05-2015,Certified,H-1B,NETSUITE,SAN MATEO,CALIFORNIA,UNITED STATES OF AMERICA,TURKEY,SAN JOSE,Bachelor's,CALIFORNIA,San Mateo,CALIFORNIA
ONLINE,23-02-2015,01-09-2015,Certified,H-1B,MACQUARIE HOLDINGS (USA) INC.,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,CHINA,JERSEY CITY,Master's,NEW JERSEY,New York,NEW YORK
ONLINE,10-12-2014,14-07-2015,Certified,L-1,GERDAU MACSTEEL,JACKSON,MICHIGAN,UNITED STATES OF AMERICA,BRAZIL,CHELSEA,Master's,MICHIGAN,Jackson,MICHIGAN
ONLINE,29-10-2014,10-04-2015,Certified,H-1B,"IGATE TECHNOLOGIES, INC.",BRIDGEWATER,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,BLOOMINGTON,Master's,ILLINOIS,Bridgewater,NEW JERSEY
ONLINE,30-10-2014,08-04-2015,Withdrawn,H-4,"KOCH FOODS OF ALABAMA, LLC",MONTGOMERY,ALABAMA,UNITED STATES OF AMERICA,SOUTH KOREA,DUNBAR,Bachelor's,WEST VIRGINIA,Montgomery,ALABAMA
ONLINE,16-11-2014,29-07-2015,Certified,H-1B,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,BEAVERTON,Master's,OREGON,Hillsboro,OREGON
ONLINE,18-11-2014,30-04-2015,Certified,H-1B,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,TAIWAN,HILLSBORO,Doctorate,OREGON,Hillsboro,OREGON
ONLINE,21-11-2014,15-05-2015,Certified,L-1,DELOITTE CONSULTING LLP,PHILADELPHIA,PENNSYLVANIA,UNITED STATES OF AMERICA,TURKEY,BLOOMINGTON,Bachelor's,MINNESOTA,Dallas,TEXAS
ONLINE,24-11-2014,19-05-2015,Certified,H-1B,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,FOLSOM,Master's,CALIFORNIA,Folsom,CALIFORNIA
ONLINE,05-11-2014,05-05-2015,Certified,H-1B,"NEW YORK TECHNOLOGY PARTNERS, INC.",JERSEY CITY,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,JERSEY CITY,Bachelor's,NEW JERSEY,Jersey City,NEW JERSEY
ONLINE,30-10-2014,20-03-2015,Certified-Expired,H-1B,"GALAXY I TECHNOLOGIES, INC.",SCOTTSDALE,ARIZONA,UNITED STATES OF AMERICA,INDIA,CHANDLER,Bachelor's,ARIZONA,Scottsdale,ARIZONA
ONLINE,01-12-2014,11-06-2015,Certified,H-1B,CERNER CORPORATION,NORTH KANSAS CITY,MISSOURI,UNITED STATES OF AMERICA,INDIA,OVERLAND PARK,Master's,KANSAS,North Kansas City,MISSOURI
ONLINE,16-12-2014,25-06-2015,Certified,H-1B,APPLE INC.,CUPERTINO,CALIFORNIA,UNITED STATES OF AMERICA,CHINA,SAN JOSE,Bachelor's,CALIFORNIA,Cupertino,CALIFORNIA
ONLINE,30-10-2014,10-04-2015,Certified,E-2,"KOCH FOODS OF ALABAMA, LLC",MONTGOMERY,ALABAMA,UNITED STATES OF AMERICA,SOUTH KOREA,HIGH POINT,High School,NORTH CAROLINA,Montgomery,ALABAMA
ONLINE,24-11-2014,20-05-2015,Certified,H-1B,EPIC SYSTEMS CORPORATION,VERONA,WISCONSIN,UNITED STATES OF AMERICA,BANGLADESH,MADISON,Master's,WISCONSIN,Verona,WISCONSIN
ONLINE,17-11-2014,01-05-2015,Certified,H-1B,KOMATSU AMERICA CORP.,ROLLING MEADOWS,ILLINOIS,UNITED STATES OF AMERICA,CHILE,MIAMI,Bachelor's,FLORIDA,Miami,FLORIDA
